Id,Symbol,ScientificName,CommonName,Group,Durations,GrowthHabits
87828,HYTE9,<i>Hylotelephium telephioides</i> (Michx.) H. Ohba,Allegheny stonecrop,Dicot,['Perennial'],['Forb/herb']
28744,HYHI2,<i>Hypoxis hirsuta</i> (L.) Coville,common goldstar,Monocot,['Perennial'],['Forb/herb']
83642,IMCA,<i>Impatiens capensis</i> Meerb.,jewelweed,Dicot,['Annual'],['Forb/herb']
83653,IMPA,<i>Impatiens pallida</i> Nutt.,pale touch-me-not,Dicot,['Annual'],['Forb/herb']
27431,IRCR,<i>Iris cristata</i> Aiton,dwarf crested iris,Monocot,['Perennial'],['Forb/herb']
27615,IRVE,<i>Iris verna</i> L.,dwarf violet iris,Monocot,['Perennial'],['Forb/herb']
27619,IRVE2,<i>Iris versicolor</i> L.,harlequin blueflag,Monocot,['Perennial'],['Forb/herb']
27620,IRVI,<i>Iris virginica</i> L.,Virginia iris,Monocot,['Perennial'],['Forb/herb']
72325,JEDI,<i>Jeffersonia diphylla</i> (L.) Pers.,twinleaf,Dicot,['Perennial'],['Forb/herb']
48923,JUAM,<i>Justicia americana</i> (L.) Vahl,American water-willow,Dicot,['Perennial'],['Forb/herb']
16464,LEMI3,<i>Lemna minor</i> L.,common duckweed,Monocot,['Perennial'],['Forb/herb']
79847,LECA8,<i>Lespedeza capitata</i> Michx.,roundhead lespedeza,Dicot,['Perennial'],['Forb/herb']
79866,LEHI2,<i>Lespedeza hirta</i> (L.) Hornem.,hairy lespedeza,Dicot,['Perennial'],['Forb/herb']
37426,LIPI7,<i>Liatris pilosa</i> (Aiton) Willd.,shaggy blazing star,Dicot,['Perennial'],['Forb/herb']
37426,LIPI7,<i>Liatris pilosa</i> (Aiton) Willd.,shaggy blazing star,Dicot,['Perennial'],['Forb/herb']
37462,LISP,<i>Liatris spicata</i> (L.) Willd.,dense blazing star,Dicot,['Perennial'],['Forb/herb']
37468,LISQ,<i>Liatris squarrosa</i> (L.) Michx.,scaly blazing star,Dicot,['Perennial'],['Forb/herb']
28769,LICA3,<i>Lilium canadense</i> L.,Canada lily,Monocot,['Perennial'],['Forb/herb']
28836,LISU,<i>Lilium superbum</i> L.,turk's-cap lily,Monocot,['Perennial'],['Forb/herb']
42478,LOCA2,<i>Lobelia cardinalis</i> L.,cardinalflower,Dicot,['Perennial'],['Forb/herb']
42561,LOSI,<i>Lobelia siphilitica</i> L.,great blue lobelia,Dicot,['Perennial'],['Forb/herb']
86072,LUAL2,<i>Ludwigia alternifolia</i> L.,seedbox,Dicot,['Perennial'],['Forb/herb']
80872,LUPE3,<i>Lupinus perennis</i> L.,sundial lupine,Dicot,['Perennial'],['Forb/herb']
45838,LYAM,<i>Lycopus americanus</i> Muhl. ex W.P.C. Barton,American water horehound,Dicot,['Perennial'],['Forb/herb']
45866,LYVI4,<i>Lycopus virginicus</i> L.,Virginia water horehound,Dicot,['Perennial'],['Forb/herb']
28891,MARAR,<i>Maianthemum racemosum</i> (L.) Link ssp. <i>racemosum </i>,feathery false lily of the valley,Monocot,['Perennial'],['Forb/herb']
27143,MAVI5,<i>Manfreda virginica</i> (L.) Salisb. ex Rose,false aloe,Monocot,['Perennial'],"['Forb/herb', 'Subshrub']"
45887,MEAR4,<i>Mentha arvensis</i> L.,wild mint,Dicot,['Perennial'],['Forb/herb']
45201,MEVI3,<i>Mertensia virginica</i> (L.) Pers. ex Link,Virginia bluebells,Dicot,['Perennial'],['Forb/herb']
92484,SAVI5,<i>Saxifraga virginiensis</i> Michx.,early saxifrage,Dicot,['Perennial'],['Forb/herb']
51235,MIAL2,<i>Mimulus alatus</i> Aiton,sharpwing monkeyflower,Dicot,['Perennial'],['Forb/herb']
51509,MIRI,<i>Mimulus ringens</i> L.,Allegheny monkeyflower,Dicot,['Perennial'],['Forb/herb']
45953,MODI,<i>Monarda didyma</i> L.,scarlet beebalm,Dicot,['Perennial'],['Forb/herb']
45955,MOFI,<i>Monarda fistulosa</i> L.,wild bergamot,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
45971,MOME,<i>Monarda media</i> Willd.,purple bergamot,Dicot,['Perennial'],['Forb/herb']
45974,MOPU,<i>Monarda punctata</i> L.,spotted beebalm,Dicot,"['Annual', 'Biennial', 'Perennial']","['Forb/herb', 'Subshrub']"
71666,NULU,<i>Nuphar lutea</i> (L.) Sm.,yellow pond-lily,Dicot,['Perennial'],['Forb/herb']
71742,NYOD,<i>Nymphaea odorata</i> Aiton,American white waterlily,Dicot,['Perennial'],['Forb/herb']
86182,OEBI,<i>Oenothera biennis</i> L.,common evening primrose,Dicot,['Biennial'],['Forb/herb']
86339,OEFR,<i>Oenothera fruticosa</i> L.,narrowleaf evening primrose,Dicot,['Perennial'],['Forb/herb']
56850,OPHU,<i>Opuntia humifusa</i> (Raf.) Raf.,devil's-tongue,Dicot,['Perennial'],['Shrub']
16384,ORAQ,<i>Orontium aquaticum</i> L.,goldenclub,Monocot,['Perennial'],['Forb/herb']
75287,PAPR7,<i>Pachysandra procumbens</i> Michx.,Allegheny-spurge,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
38300,PAAN6,<i>Packera anonyma</i> (Alph. Wood) W.A. Weber & Á. Löve,Small's ragwort,Dicot,['Perennial'],['Forb/herb']
38305,PAAU3,<i>Packera aurea</i> (L.) Á. Löve & D. Löve,golden ragwort,Dicot,['Perennial'],['Forb/herb']
38436,PAOB6,<i>Packera obovata</i> (Muhl. ex Willd.) W.A. Weber & Á. Löve,roundleaf ragwort,Dicot,['Perennial'],['Forb/herb']
57782,PAAR4,<i>Paronychia argyrocoma</i> (Michx.) Nutt.,silvery nailwort,Dicot,['Perennial'],['Forb/herb']
57792,PACA11,<i>Paronychia canadensis</i> (L.) Alph. Wood,smooth forked nailwort,Dicot,['Annual'],['Forb/herb']
16390,PEVI,<i>Peltandra virginica</i> (L.) Schott,green arrow arum,Monocot,['Perennial'],['Forb/herb']
51852,PECA8,<i>Penstemon canescens</i> (Britton) Britton,eastern gray beardtongue,Dicot,['Perennial'],['Forb/herb']
51926,PEDI,<i>Penstemon digitalis</i> Nutt. ex Sims,foxglove beardtongue,Dicot,['Perennial'],['Forb/herb']
52048,PEHI,<i>Penstemon hirsutus</i> (L.) Willd.,hairy beardtongue,Dicot,['Perennial'],['Forb/herb']
52088,PELA8,<i>Penstemon laevigatus</i> Aiton,eastern smooth beardtongue,Dicot,['Perennial'],['Forb/herb']
52182,PEPA7,<i>Penstemon pallidus</i> Small,pale beardtongue,Dicot,['Perennial'],['Forb/herb']
87864,PESE6,<i>Penthorum sedoides</i> L.,ditch stonecrop,Dicot,['Perennial'],['Forb/herb']
61592,POVI2,<i>Polygonum virginianum</i> L.,jumpseed,Dicot,"['Annual', 'Perennial']",['Forb/herb']
59981,PHTE18,<i>Phemeranthus teretifolius</i> (Pursh) Raf.,quill fameflower,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
54581,PHBU,<i>Phlox buckleyi</i> Wherry,swordleaf phlox,Dicot,['Perennial'],['Forb/herb']
54583,PHCA19,<i>Phlox carolina</i> L.,thickleaf phlox,Dicot,['Perennial'],['Forb/herb']
54611,PHDI5,<i>Phlox divaricata</i> L.,wild blue phlox,Dicot,['Perennial'],['Forb/herb']
54638,PHGL4,<i>Phlox glaberrima</i> L.,smooth phlox,Dicot,['Perennial'],['Forb/herb']
54725,PHPA9,<i>Phlox paniculata</i> L.,fall phlox,Dicot,['Perennial'],['Forb/herb']
54789,PHST3,<i>Phlox stolonifera</i> Sims,creeping phlox,Dicot,['Perennial'],['Forb/herb']
54790,PHSU3,<i>Phlox subulata</i> L.,moss phlox,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
46245,PHVI8,<i>Physostegia virginiana</i> (L.) Benth.,obedient plant,Dicot,['Perennial'],['Forb/herb']
72389,POPE,<i>Podophyllum peltatum</i> L.,mayapple,Dicot,['Perennial'],['Forb/herb']
54898,PORE2,<i>Polemonium reptans</i> L.,Greek valerian,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
29031,POBI2,<i>Polygonatum biflorum</i> (Walter) Elliott,smooth Solomon's seal,Monocot,['Perennial'],['Forb/herb']
61205,POAM8,<i>Polygonum amphibium</i> L.,water knotweed,Dicot,['Perennial'],['Forb/herb']
61392,POHY2,<i>Polygonum hydropiperoides</i> Michx.,swamp smartweed,Dicot,['Perennial'],['Forb/herb']
61462,POPE2,<i>Polygonum pensylvanicum</i> L.,Pennsylvania smartweed,Dicot,['Annual'],['Forb/herb']
61516,POPU5,<i>Polygonum punctatum</i> Elliott,dotted smartweed,Dicot,"['Annual', 'Perennial']",['Forb/herb']
29532,POCO14,<i>Pontederia cordata</i> L.,pickerelweed,Monocot,['Perennial'],['Forb/herb']
16105,PONO2,<i>Potamogeton nodosus</i> Poir.,longleaf pondweed,Monocot,['Perennial'],['Forb/herb']
46300,PRVU,<i>Prunella vulgaris</i> L.,common selfheal,Dicot,['Perennial'],['Forb/herb']
46333,PYIN,<i>Pycnanthemum incanum</i> (L.) Michx.,hoary mountainmint,Dicot,['Perennial'],['Forb/herb']
46345,PYMU,<i>Pycnanthemum muticum</i> (Michx.) Pers.,clustered mountainmint,Dicot,['Perennial'],['Forb/herb']
46359,PYTE,<i>Pycnanthemum tenuifolium</i> Schrad.,narrowleaf mountainmint,Dicot,['Perennial'],['Forb/herb']
46373,PYVI,<i>Pycnanthemum virginianum</i> (L.) T. Dur. & B.D. Jacks. ex B.L. Rob. & Fernald,Virginia mountainmint,Dicot,['Perennial'],['Forb/herb']
73194,RAAB,<i>Ranunculus abortivus</i> L.,littleleaf buttercup,Dicot,"['Biennial', 'Perennial']",['Forb/herb']
73366,RAHI,<i>Ranunculus hispidus</i> Michx.,bristly buttercup,Dicot,['Perennial'],['Forb/herb']
84572,RHVI,<i>Rhexia virginica</i> L.,handsome Harry,Dicot,['Perennial'],['Forb/herb']
39449,RUFU2,<i>Rudbeckia fulgida</i> Aiton,orange coneflower,Dicot,['Perennial'],['Forb/herb']
39478,RUHI2,<i>Rudbeckia hirta</i> L.,blackeyed Susan,Dicot,"['Annual', 'Biennial', 'Perennial']",['Forb/herb']
39504,RULA3,<i>Rudbeckia laciniata</i> L.,cutleaf coneflower,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
39530,RUTR2,<i>Rudbeckia triloba</i> L.,browneyed Susan,Dicot,['Perennial'],['Forb/herb']
49040,RUCA4,<i>Ruellia caroliniensis</i> (J.F. Gmel.) Steud.,Carolina wild petunia,Dicot,['Perennial'],['Forb/herb']
15829,SALA2,<i>Sagittaria latifolia</i> Willd.,broadleaf arrowhead,Monocot,['Perennial'],['Forb/herb']
46470,SALY2,<i>Salvia lyrata</i> L.,lyreleaf sage,Dicot,['Perennial'],['Forb/herb']
72090,SACA13,<i>Sanguinaria canadensis</i> L.,bloodroot,Dicot,['Perennial'],['Forb/herb']
72290,SACE,<i>Saururus cernuus</i> L.,lizard's tail,Dicot,['Perennial'],['Forb/herb']
46588,SCIN2,<i>Scutellaria integrifolia</i> L.,helmet flower,Dicot,['Perennial'],['Forb/herb']
87946,SEGL3,<i>Sedum glaucophyllum</i> R.T. Clausen,cliff stonecrop,Dicot,['Perennial'],['Forb/herb']
88052,SETE3,<i>Sedum ternatum</i> Michx.,woodland stonecrop,Dicot,['Perennial'],['Forb/herb']
82342,SEHE3,<i>Senna hebecarpa</i> (Fernald) Irwin & Barneby,American senna,Dicot,['Perennial'],['Forb/herb']
82366,SEMA11,<i>Senna marilandica</i> (L.) Link,Maryland senna,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
91720,SITR3,<i>Sibbaldiopsis tridentata</i> (Aiton) Rydb.,shrubby fivefingers,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
58049,SICA6,<i>Silene caroliniana</i> Walter,sticky catchfly,Dicot,['Perennial'],['Forb/herb']
58049,SICA6,<i>Silene caroliniana</i> Walter,sticky catchfly,Dicot,['Perennial'],['Forb/herb']
58258,SIST,<i>Silene stellata</i> (L.) W.T. Aiton,widowsfrill,Dicot,['Perennial'],['Forb/herb']
58330,SIVI4,<i>Silene virginica</i> L.,fire pink,Dicot,['Perennial'],['Forb/herb']
39867,SIPE2,<i>Silphium perfoliatum</i> L.,cup plant,Dicot,['Perennial'],['Forb/herb']
39887,SITR7,<i>Silphium trifoliatum</i> L.,whorled rosinweed,Dicot,['Perennial'],['Forb/herb']
27691,SIAN3,<i>Sisyrinchium angustifolium</i> Mill.,narrowleaf blue-eyed grass,Monocot,['Perennial'],['Forb/herb']
27760,SIMO2,<i>Sisyrinchium montanum</i> Greene,strict blue-eyed grass,Monocot,['Perennial'],['Forb/herb']
39957,SOCA6,<i>Solidago canadensis</i> L.,Canada goldenrod,Dicot,['Perennial'],['Forb/herb']
39948,SOBI,<i>Solidago bicolor</i> L.,white goldenrod,Dicot,['Perennial'],['Forb/herb']
39952,SOCA4,<i>Solidago caesia</i> L.,wreath goldenrod,Dicot,['Perennial'],['Forb/herb']
39995,SOFL2,<i>Solidago flexicaulis</i> L.,zigzag goldenrod,Dicot,['Perennial'],['Forb/herb']
39998,SOGI,<i>Solidago gigantea</i> Aiton,giant goldenrod,Dicot,['Perennial'],['Forb/herb']
40024,SOJU,<i>Solidago juncea</i> Aiton,early goldenrod,Dicot,['Perennial'],['Forb/herb']
40070,SONE,<i>Solidago nemoralis</i> Aiton,gray goldenrod,Dicot,['Perennial'],['Forb/herb']
40081,SOOD,<i>Solidago odora</i> Aiton,anisescented goldenrod,Dicot,['Perennial'],['Forb/herb']
40102,SOPI,<i>Solidago pinetorum</i> Small,Small's goldenrod,Dicot,['Perennial'],['Forb/herb']
40105,SOPU,<i>Solidago puberula</i> Nutt.,downy goldenrod,Dicot,['Perennial'],['Forb/herb']
40120,SORU2,<i>Solidago rugosa</i> Mill.,wrinkleleaf goldenrod,Dicot,['Perennial'],['Forb/herb']
40183,SOSP2,<i>Solidago speciosa</i> Nutt.,showy goldenrod,Dicot,['Perennial'],['Forb/herb']
30717,SPCE,<i>Spiranthes cernua</i> (L.) Rich.,nodding lady's tresses,Monocot,['Perennial'],['Forb/herb']
46776,STTE,<i>Stachys tenuifolia</i> Willd.,smooth hedgenettle,Dicot,['Perennial'],['Forb/herb']
40476,SYCO3,<i>Symphyotrichum concolor</i> (L.) G.L. Nesom,eastern silver aster,Dicot,['Perennial'],['Forb/herb']
40483,SYCO4,<i>Symphyotrichum cordifolium</i> (L.) G.L. Nesom,common blue wood aster,Dicot,['Perennial'],['Forb/herb']
40672,SYLA3,<i>Symphyotrichum laeve</i> (L.) Á. Löve & D. Löve,smooth blue aster,Dicot,['Perennial'],['Forb/herb']
40703,SYLAL7,<i>Symphyotrichum lateriflorum</i> (L.) Á. Löve & D. Löve var. <i>lateriflorum </i>,calico aster,Dicot,['Perennial'],['Forb/herb']
40770,SYNO2,<i>Symphyotrichum novae-angliae</i> (L.) G.L. Nesom,New England aster,Dicot,['Perennial'],['Forb/herb']
40782,SYNON,<i>Symphyotrichum novi-belgii</i> (L.) G.L. Nesom var. <i>novi-belgii </i>,New York aster,Dicot,['Perennial'],['Forb/herb']
40799,SYOB,<i>Symphyotrichum oblongifolium</i> (Nutt.) G.L. Nesom,aromatic aster,Dicot,['Perennial'],['Forb/herb']
40863,SYPIP3,<i>Symphyotrichum pilosum</i> (Willd.) G.L. Nesom var. <i>pilosum </i>,hairy white oldfield aster,Dicot,['Perennial'],['Forb/herb']
40911,SYPUP,<i>Symphyotrichum puniceum</i> (L.) Á. Löve & D. Löve var. <i>puniceum </i>,purplestem aster,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
16426,SYFO,<i>Symplocarpus foetidus</i> (L.) Salisb. ex W.P.C. Barton,skunk cabbage,Monocot,['Perennial'],['Forb/herb']
41140,TAOF,<i>Taraxacum officinale</i> F.H. Wigg.,common dandelion,Dicot,['Perennial'],['Forb/herb']
46862,TECA3,<i>Teucrium canadense</i> L.,Canada germander,Dicot,['Perennial'],['Forb/herb']
73609,THDI,<i>Thalictrum dioicum</i> L.,early meadow-rue,Dicot,['Perennial'],['Forb/herb']
73633,THPU2,<i>Thalictrum pubescens</i> Pursh,king of the meadow,Dicot,['Perennial'],['Forb/herb']
73640,THRE,<i>Thalictrum revolutum</i> DC.,waxyleaf meadow-rue,Dicot,['Perennial'],['Forb/herb']
73649,THTH2,<i>Thalictrum thalictroides</i> (L.) Eames & B. Boivin,rue anemone,Dicot,['Perennial'],['Forb/herb']
92518,TICO,<i>Tiarella cordifolia</i> L.,heartleaf foamflower,Dicot,['Perennial'],['Forb/herb']
17027,TRVI,<i>Tradescantia virginiana</i> L.,Virginia spiderwort,Monocot,['Perennial'],['Forb/herb']
73664,TRCAC2,<i>Trautvetteria caroliniensis</i> (Walter) Vail var. <i>caroliniensis </i>,Carolina bugbane,Dicot,['Perennial'],['Forb/herb']
46917,TRDI2,<i>Trichostema dichotomum</i> L.,forked bluecurls,Dicot,['Annual'],['Forb/herb']
29217,TRGR4,<i>Trillium grandiflorum</i> (Michx.) Salisb.,white trillium,Monocot,['Perennial'],['Forb/herb']
15946,VAAM3,<i>Vallisneria americana</i> Michx.,American eelgrass,Monocot,['Perennial'],['Forb/herb']
47330,VEHA2,<i>Verbena hastata</i> L.,swamp verbena,Dicot,"['Biennial', 'Perennial']",['Forb/herb']
41717,VENO,<i>Vernonia noveboracensis</i> (L.) Michx.,New York ironweed,Dicot,['Perennial'],['Forb/herb']
52579,VEAM2,<i>Veronica americana</i> Schwein. ex Benth.,American speedwell,Dicot,['Perennial'],['Forb/herb']
69604,VICU,<i>Viola cucullata</i> Aiton,marsh blue violet,Dicot,['Perennial'],['Forb/herb']
69719,VIPE,<i>Viola pedata</i> L.,birdfoot violet,Dicot,['Perennial'],['Forb/herb']
69760,VIPU3,<i>Viola pubescens</i> Aiton,downy yellow violet,Dicot,['Perennial'],['Forb/herb']
69816,VISO,<i>Viola sororia</i> Willd.,common blue violet,Dicot,"['Annual', 'Perennial']",['Forb/herb']
69824,VIST3,<i>Viola striata</i> Aiton,striped cream violet,Dicot,['Perennial'],['Forb/herb']
27210,YUFI,<i>Yucca filamentosa</i> L.,Adam's needle,Monocot,['Perennial'],"['Forb/herb', 'Shrub', 'Subshrub']"
74665,ZIAU,<i>Zizia aurea</i> (L.) W.D.J. Koch,golden zizia,Dicot,['Perennial'],['Forb/herb']
92814,ACNE2,<i>Acer negundo</i> L.,boxelder,Dicot,['Perennial'],['Tree']
92846,ACRU,<i>Acer rubrum</i> L.,red maple,Dicot,['Perennial'],['Tree']
92860,ACSA2,<i>Acer saccharinum</i> L.,silver maple,Dicot,['Perennial'],['Tree']
92865,ACSA3,<i>Acer saccharum</i> Marshall,sugar maple,Dicot,['Perennial'],"['Shrub', 'Tree']"
93131,AEFL,<i>Aesculus flava</i> Aiton,yellow buckeye,Dicot,['Perennial'],"['Shrub', 'Tree']"
69950,BEAL2,<i>Betula alleghaniensis</i> Britton,yellow birch,Dicot,['Perennial'],['Tree']
69974,BELE,<i>Betula lenta</i> L.,sweet birch,Dicot,['Perennial'],['Tree']
69997,BENI,<i>Betula nigra</i> L.,river birch,Dicot,['Perennial'],['Tree']
70004,BEPA,<i>Betula papyrifera</i> Marshall,paper birch,Dicot,['Perennial'],['Tree']
70649,CATO6,<i>Carya tomentosa</i> (Lam.) Nutt.,mockernut hickory,Dicot,['Perennial'],['Tree']
70586,CACO15,<i>Carya cordiformis</i> (Wangenh.) K. Koch,bitternut hickory,Dicot,['Perennial'],['Tree']
70594,CAGL8,<i>Carya glabra</i> (Mill.) Sweet,pignut hickory,Dicot,['Perennial'],['Tree']
70608,CAIL2,<i>Carya illinoinensis</i> (Wangenh.) K. Koch,pecan,Dicot,['Perennial'],['Tree']
70622,CAOV2,<i>Carya ovata</i> (Mill.) K. Koch,shagbark hickory,Dicot,['Perennial'],['Tree']
49194,CASP8,<i>Catalpa speciosa</i> (Warder) Warder ex Engelm.,northern catalpa,Dicot,['Perennial'],['Tree']
70944,CEOC,<i>Celtis occidentalis</i> L.,common hackberry,Dicot,['Perennial'],"['Shrub', 'Tree']"
64536,DIVI5,<i>Diospyros virginiana</i> L.,common persimmon,Dicot,['Perennial'],['Tree']
70143,FAGR,<i>Fagus grandifolia</i> Ehrh.,American beech,Dicot,['Perennial'],['Tree']
49739,FRAM2,<i>Fraxinus americana</i> L.,white ash,Dicot,['Perennial'],['Tree']
49771,FRNI,<i>Fraxinus nigra</i> Marshall,black ash,Dicot,['Perennial'],['Tree']
49774,FRPE,<i>Fraxinus pennsylvanica</i> Marshall,green ash,Dicot,['Perennial'],['Tree']
79383,GLTR,<i>Gleditsia triacanthos</i> L.,honeylocust,Dicot,['Perennial'],"['Shrub', 'Tree']"
74958,ILOP,<i>Ilex opaca</i> Aiton,American holly,Dicot,['Perennial'],"['Shrub', 'Tree']"
70665,JUCI,<i>Juglans cinerea</i> L.,butternut,Dicot,['Perennial'],['Tree']
70684,JUNI,<i>Juglans nigra</i> L.,black walnut,Dicot,['Perennial'],['Tree']
15261,JUVI,<i>Juniperus virginiana</i> L.,eastern redcedar,Gymnosperm,['Perennial'],['Tree']
70557,LIST2,<i>Liquidambar styraciflua</i> L.,sweetgum,Dicot,['Perennial'],['Tree']
71551,LITU,<i>Liriodendron tulipifera</i> L.,tuliptree,Dicot,['Perennial'],['Tree']
71553,MAAC,<i>Magnolia acuminata</i> (L.) L.,cucumber tree,Dicot,['Perennial'],['Tree']
70892,MORU2,<i>Morus rubra</i> L.,red mulberry,Dicot,['Perennial'],['Tree']
75248,NYSY,<i>Nyssa sylvatica</i> Marshall,blackgum,Dicot,['Perennial'],['Tree']
65298,OXAR,<i>Oxydendrum arboreum</i> (L.) DC.,sourwood,Dicot,['Perennial'],"['Shrub', 'Tree']"
15448,PIEC2,<i>Pinus echinata</i> Mill.,shortleaf pine,Gymnosperm,['Perennial'],['Tree']
15545,PIPU5,<i>Pinus pungens</i> Lamb.,Table Mountain pine,Gymnosperm,['Perennial'],['Tree']
15556,PIRI,<i>Pinus rigida</i> Mill.,pitch pine,Gymnosperm,['Perennial'],['Tree']
15568,PIST,<i>Pinus strobus</i> L.,eastern white pine,Gymnosperm,['Perennial'],['Tree']
15576,PITA,<i>Pinus taeda</i> L.,loblolly pine,Gymnosperm,['Perennial'],['Tree']
15586,PIVI2,<i>Pinus virginiana</i> Mill.,Virginia pine,Gymnosperm,['Perennial'],['Tree']
70568,PLOC,<i>Platanus occidentalis</i> L.,American sycamore,Dicot,['Perennial'],['Tree']
67422,PODE3,<i>Populus deltoides</i> W. Bartram ex Marshall,eastern cottonwood,Dicot,['Perennial'],['Tree']
67466,POGR4,<i>Populus grandidentata</i> Michx.,bigtooth aspen,Dicot,['Perennial'],['Tree']
67496,POTR5,<i>Populus tremuloides</i> Michx.,quaking aspen,Dicot,['Perennial'],['Tree']
90650,PRSE2,<i>Prunus serotina</i> Ehrh.,black cherry,Dicot,['Perennial'],"['Shrub', 'Tree']"
70172,QUAL,<i>Quercus alba</i> L.,white oak,Dicot,['Perennial'],['Tree']
70193,QUBI,<i>Quercus bicolor</i> Willd.,swamp white oak,Dicot,['Perennial'],['Tree']
70219,QUCO2,<i>Quercus coccinea</i> Münchh.,scarlet oak,Dicot,['Perennial'],['Tree']
70250,QUFA,<i>Quercus falcata</i> Michx.,southern red oak,Dicot,['Perennial'],['Tree']
70379,QUMI,<i>Quercus michauxii</i> Nutt.,swamp chestnut oak,Dicot,['Perennial'],['Tree']
70412,QUPA2,<i>Quercus palustris</i> Münchh.,pin oak,Dicot,['Perennial'],['Tree']
70432,QUPH,<i>Quercus phellos</i> L.,willow oak,Dicot,['Perennial'],['Tree']
70387,QUMO4,<i>Quercus montana</i> Willd.,chestnut oak,Dicot,['Perennial'],['Tree']
70448,QURU,<i>Quercus rubra</i> L.,northern red oak,Dicot,['Perennial'],['Tree']
70488,QUST,<i>Quercus stellata</i> Wangenh.,post oak,Dicot,['Perennial'],['Tree']
70523,QUVE,<i>Quercus velutina</i> Lam.,black oak,Dicot,['Perennial'],['Tree']
82163,ROPS,<i>Robinia pseudoacacia</i> L.,black locust,Dicot,['Perennial'],['Tree']
68068,SANI,<i>Salix nigra</i> Marshall,black willow,Dicot,['Perennial'],['Tree']
71455,SAAL5,<i>Sassafras albidum</i> (Nutt.) Nees,sassafras,Dicot,['Perennial'],"['Shrub', 'Tree']"
66729,TIAM,<i>Tilia americana</i> L.,American basswood,Dicot,['Perennial'],['Tree']
15604,TSCA,<i>Tsuga canadensis</i> (L.) Carrière,eastern hemlock,Gymnosperm,['Perennial'],['Tree']
70987,ULAM,<i>Ulmus americana</i> L.,American elm,Dicot,['Perennial'],['Tree']
71006,ULRU,<i>Ulmus rubra</i> Muhl.,slippery elm,Dicot,['Perennial'],['Tree']
69928,ALSE2,<i>Alnus serrulata</i> (Aiton) Willd.,hazel alder,Dicot,['Perennial'],"['Shrub', 'Tree']"
76871,AMFR,<i>Amorpha fruticosa</i> L.,false indigo bush,Dicot,['Perennial'],['Shrub']
88768,ARAR7,<i>Aronia arbutifolia</i> (L.) Pers.,red chokeberry,Dicot,['Perennial'],['Shrub']
88782,ARME6,<i>Aronia melanocarpa</i> (Michx.) Elliott,black chokeberry,Dicot,['Perennial'],['Shrub']
71330,CAFL22,<i>Calycanthus floridus</i> L.,eastern sweetshrub,Dicot,['Perennial'],['Shrub']
49863,OSAM,<i>Osmanthus americanus</i> (L.) Benth. & Hook. f. ex A. Gray,devilwood,Dicot,['Perennial'],"['Shrub', 'Tree']"
87033,CEAM,<i>Ceanothus americanus</i> L.,New Jersey tea,Dicot,['Perennial'],"['Shrub', 'Subshrub']"
47594,CEOC2,<i>Cephalanthus occidentalis</i> L.,common buttonbush,Dicot,['Perennial'],"['Shrub', 'Tree']"
64788,CLAL3,<i>Clethra alnifolia</i> L.,coastal sweetpepperbush,Dicot,['Perennial'],['Shrub']
75152,COAM2,<i>Cornus amomum</i> Mill.,silky dogwood,Dicot,['Perennial'],['Shrub']
75196,CORA6,<i>Cornus racemosa</i> Lam.,gray dogwood,Dicot,['Perennial'],['Shrub']
70074,COAM3,<i>Corylus americana</i> Walter,American hazelnut,Dicot,['Perennial'],['Shrub']
70081,COCO6,<i>Corylus cornuta</i> Marshall,beaked hazelnut,Dicot,['Perennial'],"['Shrub', 'Tree']"
42692,DILO,<i>Diervilla lonicera</i> Mill.,northern bush honeysuckle,Dicot,['Perennial'],['Shrub']
65141,EURA14,<i>Eubotrys racemosus</i> (L.) Nutt.,swamp doghobble,Dicot,['Perennial'],['Shrub']
68275,SASE,<i>Salix sericea</i> Marshall,silky willow,Dicot,['Perennial'],"['Shrub', 'Tree']"
75018,EUAM9,<i>Euonymus americanus</i> L.,bursting-heart,Dicot,['Perennial'],"['Forb/herb', 'Subshrub']"
87257,FRCA13,<i>Frangula caroliniana</i> (Walter) A. Gray,Carolina buckthorn,Dicot,['Perennial'],"['Shrub', 'Tree']"
65159,GAPR2,<i>Gaultheria procumbens</i> L.,eastern teaberry,Dicot,['Perennial'],"['Shrub', 'Subshrub']"
65162,GABA,<i>Gaylussacia baccata</i> (Wangenh.) K. Koch,black huckleberry,Dicot,['Perennial'],['Shrub']
70550,HAVI4,<i>Hamamelis virginiana</i> L.,American witchhazel,Dicot,['Perennial'],"['Shrub', 'Tree']"
88398,HYAR,<i>Hydrangea arborescens</i> L.,wild hydrangea,Dicot,['Perennial'],['Shrub']
68451,HYDE,<i>Hypericum densiflorum</i> Pursh,bushy St. Johnswort,Dicot,['Perennial'],['Shrub']
68521,HYPR,<i>Hypericum prolificum</i> L.,shrubby St. Johnswort,Dicot,['Perennial'],"['Shrub', 'Subshrub']"
