SciName,keyID,Category,CommonName,Token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,GHSpreadRapidly,GHDeerResistant,GHGroundhogResistant,bloomsJan,bloomsFeb,bloomsMar,bloomsApr,bloomsMay,bloomsJun,bloomsJul,bloomsAug,bloomsSep,bloomsOct,bloomsNov,bloomsDec,PCHeightLow,PCHeightHigh,PCSpreadLow,PCSpreadHigh,PCBloomTime,PCGroundCover,Albemarle_County,Charlottesville_City,Buckingham_County,Culpeper_County,Fluvanna_County,Greene_County,Louisa_County,Madison_County,Nelson_County,Orange_County,Virginia,United_States,Disputed,Fauquier_County,Rappahannock_County
Acorus calamus,1102,3.0,calamus,ACCA4,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,,,,,1.0,3.5,,,, ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Actaea pachypoda,1103,3.0,"doll's eye,white baneberry",ACPA,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,1.0,2.5,,,, ,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True
Actaea racemosa,1104,3.0,"black snakeroot,black cohosh,bugbane",ACRAR,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,3.0,7.0,2.0,3.5,"05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Ageratina altissima,1107,3.0,white snakeroot,AGAL5,,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.5,3.0,,,"07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Alisma subcordatum,1110,3.0,American water plantain,ALSU,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,1.0,3.0,,,"06,07,08,09,10", ,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True
Allium cernuum,1111,3.0,nodding onion,ALCE2,True,True,,True,,,,,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,,True,True,False,False,False,False,False,True,True,False,False,False,False,False,8.0,18.0,2.0,4,"06,07",Y,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True
Amsonia tabernaemontana,1119,3.0,blue star,AMTA2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,1.0,3.0,,,"03,04,05", ,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Anemone lancifolia,1123,3.0,mountain thimbleweed or anemone,ANLA,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.1,1.5,,,"05,06", ,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True
Anemone quinquefolia,1124,3.0,wood anemone,ANQU,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True
Antennaria neglecta,1125,3.0,field pussytoes,ANNE,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,4.0,1.0,7,"04,05,06",Y,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True
Antennaria plantaginifolia,1126,3.0,"plantain leaf pussytoes,Woman's Tobacco ",ANPL,True,True,False,True,,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,,False,False,False,False,True,True,True,True,False,False,False,False,False,False,1.0,4.0,4.0,6,"03,04,05,06",Y,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Antennaria virginica,1127,3.0,shale barren pussytoes,ANVI13,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,6.0,,,,Y,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True
Aquilegia canadensis,1129,3.0,wild columbine,AQCA,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,1.0,2.0,1.0,1.5,"04,05", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Arisaema dracontium,1131,3.0,green dragon,ARDR3,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,8.0,24.0,,,"04,05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Arisaema triphyllum,1132,3.0,Jack-in-the-pulpit,ARTR,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,1.0,3.0,,,"03,04,05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Artemisia ludoviciana,1134,3.0,white sagebrush,ARLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruncus dioicus,1135,3.0,goats beard,ARDI8,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3.0,6.0,2.0,4,"05,06,07", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Asarum canadense,1137,3.0,wild ginger,ASCA,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,4.0,6.0,0.5,2,"04,05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Asclepias incarnata,1138,3.0,swamp milkweed,ASIN,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,2.0,4.0,2.0,4,"05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Asclepias quadrifolia,1628,3.0,four leaf milkweed,ASQU,True,True,,True,True,,,,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,True,,False,False,False,False,True,True,True,False,False,False,False,False,1.0,2.5,0.75,1.5,"05,06,07",,,,,,,,,,,,,,,,
Asclepias syriaca,1139,3.0,common milkweed,ASSY,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,2.0,6.0,,,"06,07,08", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Asclepias tuberosa,1140,3.0,butterfly weed,ASTU,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,1.0,2.5,1.0,1.5,"05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Asclepias variegata,1141,3.0,"red ring,white milkweed",ASVA,,True,True,True,True,,,,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,True,True,False,False,False,False,True,True,False,False,False,False,False,False,2.0,4.0,1.0,3,"05,06",,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False
Asclepias verticillata,1142,3.0,whorled milkweed,ASVE,True,True,,True,True,,,,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,1.0,2.0,1.0,2,"06,07,08",Y,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False
Ascyrum or Hypericum hypericoides,1143,3.0,St. Andrews cross,HYHYH,True,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,4.0,,,"07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Astragalus canadensis,1146,3.0,Canadian milkvetch,ASCA11,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.5,3.5,,,, ,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False
Baptisia australis,1149,3.0,"blue wild indigo, false indigo",BAAU,True,,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,3.0,5.0,3.0,3,"04,05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Baptisia tinctoria,1150,3.0,yellow wild indigo,BATI,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,2.0,3.0,2.0,3,"05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Bidens aristosa,1155,3.0,bearded beggar ticks or bur marigold,BIAR,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,6.0,,,"07,08", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Bidens cernua,1156,3.0,nodding beggar ticks or bur marigold,BICE,True,True,False,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,2.0,3.5,2.0,4,"08,09,10", ,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True
Bidens frondosa,1157,3.0,"common,devil's beggar tick",BIFR,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,3.0,,,"07,08,09,10", ,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True
Bryodesma rupestre,1549,3.0,"rock sellaginella,rock spike moss",SERU,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,2.0,6.0,,,, ,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True
Caltha palustris,1166,3.0,"marsh marigold,cowslip",CAPA5,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,,,,,,,,,,,,,0.5,2.0,,,, ,True,True,False,False,False,True,False,True,True,False,True,True,False,True,True
Chamaecrista fasciculata,1209,3.0,partridge pea,CHFA2,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.0,,,6, ,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Chelone glabra,1214,3.0,white turtlehead,CHGL2,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,2.0,3.0,1.0,1.5,"07,08,09,10", ,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True
Chrysogonum virginianum,1216,3.0,"green and gold,golden star",CHVI5,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,4.0,8.0,1.0,1.5,"03,04,05,06", ,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True
Chrysopsis mariana,1217,3.0,Maryland golden aster,CHMA14,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,1.0,1.0,,,"08,09,10", ,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Clitoria mariana,1223,3.0,Maryland butterfly pea,CLMA4,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,3.0,4.0,1.0,3,"06,07,08",Y,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False
Commelina erecta,1224,3.0,"erect,slender dayflower",COER,True,True,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,0.5,2.0,,,"05,06", ,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False
Conoclinium coelestinum,1225,3.0,"mistflower,ageratum",COCO13,True,True,True,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,2.0,3.0,2.0,3,"07,08,09,10",Y,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Convallaria majuscula,1226,3.0,American lily of the valley,COMA19,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,0.5,1.0,9.0,12,"05,06",Y,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
Coreopsis lanceolata,1227,3.0,"lanceleaf tickseed,sand, long stalk coreopsis",COLA5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1.5,3.0,,,"04,05,06,07", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Coreopsis tinctoria,1658,3.0,"Plains Coreopsis, Golden Tickseed",COTI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Coreopsis tripteris,1228,3.0,tall coreopsis,COTR4,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3.0,9.0,,,"07,08,09", ,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False
Coreopsis verticillata,1229,3.0,threadleaf coreopsis,COVE5,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,1.0,3.0,1.5,2,"05,06,07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Cunila origanoides,1241,3.0,"American dittany,wild oregano",CUOR,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,1.5,2.0,,,"07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Decodon verticillatus,1248,3.0,swamp loosestrife,DEVE,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,1.0,3.0,,,"07,08,09", ,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Delphinium tricorne,1249,3.0,dwarf larkspur,DETR,False,True,True,,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,0.5,1.5,,,"04,05", ,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False
Desmodium paniculatum,1252,3.0,narrow leaf tick trefoil,DEPA6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,24.0,42.0,,,"07,08", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Dicentra cucullaria,1253,3.0,Dutchman's breeches,DICU,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,4.0,10.0,,,"04,05", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Dicentra eximia,1254,3.0,wild bleeding heart,DIEX,,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,1.0,2.0,3.0,3,"03,04,05,06,07,08,09,10", ,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False
Dodecatheon meadia,,,shooting stars,DOFR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doellingeria umbellata,1260,3.0,"tall flat top white aster,parasol whitetop",DOUM2,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,5.0,1.5,2,"07,08,09,10", ,True,True,False,False,True,False,True,True,False,True,True,True,False,True,False
Echinacea purpurea,1267,3.0,eastern purple coneflower,ECPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Elephantopus carolinianus,1272,3.0,Carolina elephantsfoot,ELCA3,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2.0,3.0,2.0,3,"08,09",Y,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Elodea canadensis,1273,3.0,Canadian waterweed,ELCA7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False
Epilobium coloratum,1278,3.0,"cinnamon,purple leaf willow herb",EPCO,True,True,False,False,True,True,True,False,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,1.0,4.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Equisetum arvense,1279,3.0,"common,field horsetail",EQAR,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,,,,,,,,,,,,,4.0,8.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Equisetum hyemale,1280,3.0,"horsetail,scouring rush",EQHY,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,36.0,60.0,1.0,6,, ,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False
Erigeron philadelphicus,1283,3.0,Philadelphia fleabane,ERPH,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,,,,,,,,,,,,,12.0,30.0,,,, ,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True
Erigeron pulchellus,1284,3.0,Robin's plantain,ERPU,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,0.5,1.0,0.5,1,,Y,True,True,True,False,True,False,False,False,True,False,True,True,False,True,True
Eriogonum allenii,1667,3.0,shale barren buckwheat,ERAL5,True,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,False,False,False,12.0,24.0,,,"07,08,09",,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Eryngium yuccifolium,1285,3.0,"rattlesnake master,button eryngo",ERYU,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,False,False,False,False,True,True,False,False,False,False,False,False,4.0,6.0,,,"05,06",,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Erythronium americanum,1286,3.0,"American,yellow trout lily",ERAM5,,True,True,True,True,,,,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,2.0,6.0,2.0,4,,,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True
Eupatorium hyssopifolium,1629,3.0,hyssopleaf thoroughwort,EUHY,True,True,,True,True,,,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,True,True,True,False,False,1.0,4.5,,,"08,09,10",,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False
Eupatorium perfoliatum,1291,3.0,common boneset,EUPE3,True,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,2.0,4.0,2.0,3,"07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Eupatorium sessilifolium,1293,3.0,upland boneset,EUSE3,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,3.0,6.0,1.5,3,"07,08,09,10", ,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True
Euphorbia corollata,1666,3.0,flowering spurge,EUCO10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Eurybia divaricata,1294,3.0,white wood aster,EUDI16,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,3.0,1.5,2,"07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Eurybia macrophylla,1295,3.0,bigleaf aster,EUMA27,,True,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,3.0,1.0,2,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Euthamia caroliniana,1650,3.0,"slender fragrent,slender goldentop",EUCA26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3,,,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
Euthamia graminifolia,1296,3.0,"flattop,grassleaf goldenrod",EUGR5,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,,,,,,,,,,,,,2.0,4.0,,,, ,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False
Eutrochium fistulosum,1290,3.0,"trumpetweed,hollow Joe Pye weed",EUFI2,True,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,2.0,9.0,2.0,4,"07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Eutrochium purpureum,1292,3.0,"sweet,purple Joe Pye weed",EUPU10,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,3.0,7.0,2.0,3,"07,08,09,10", ,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True
Fragaria virginiana,1300,3.0,"wild,Virginia strawberry",FRVI,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,4.0,7.0,1.0,5,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Gentiana clausa,1306,3.0,bottle gentian,GECL,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,2.0,,,, ,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False
Geranium maculatum,1307,3.0,"spotted,wild geranium,cranesbill",GEMA,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,1.5,2.5,1.0,1.5,"04,05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Geum fragarioides,1635,3.0,Appalachian barren strawberry,WAFR,True,True,,True,True,,,,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,,,,False,False,True,True,True,False,False,False,False,False,False,False,3.0,6.0,0.5,1,"03,04,05",Y,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False
Gillenia trifoliata,1308,3.0,"Bowman's root,mountain Indian physic",GITR6,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,3.0,,,"04,05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Helenium autumnale,1313,3.0,"autumn,common sneezeweed",HEAU,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,3.0,5.0,1.0,4,"07,08,09,10,11", ,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False
Helenium flexuosum,1314,3.0,"southern,purplehead sneezeweed",HEFL,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,1.0,3.0,1.0,2,"08,09,10", ,True,True,False,True,True,True,True,False,True,False,True,True,False,True,False
Helianthus angustifolius,1315,3.0,"swamp,narrow leaf sunflower",HEAN2,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,3.0,,,10, ,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
