SciName,keyID,Category,CommonName,Token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,GHSpreadRapidly,GHDeerResistant,GHGroundhogResistant,bloomsJan,bloomsFeb,bloomsMar,bloomsApr,bloomsMay,bloomsJun,bloomsJul,bloomsAug,bloomsSep,bloomsOct,bloomsNov,bloomsDec,PCHeightLow,PCHeightHigh,PCSpreadLow,PCSpreadHigh,PCBloomTime,PCGroundCover,Albemarle_County,Charlottesville_City,Buckingham_County,Culpeper_County,Fluvanna_County,Greene_County,Louisa_County,Madison_County,Nelson_County,Orange_County,Virginia,United_States,Disputed,Fauquier_County,Rappahannock_County
Polemonium reptans,1460,3.0,"Jacob's ladder,Greek valerian",PORE2,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.5,1.5,,,"04,05", ,True,True,False,False,True,True,True,True,False,True,True,True,False,False,True
Polygonatum biflorum,1461,3.0,Solomon's seal,POBI2,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Polygonum amphibium,1462,3.0,water knotweed,POAM8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Polygonum hydropiperoides,1463,3.0,swamp smartweed,POHY2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Polygonum pensylvanicum,1464,3.0,Pennsylvania smartweed,POPE2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Polygonum punctatum,1465,3.0,dotted smartweed,POPU5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pontederia cordata,1469,3.0,pickerel weed,POCO14,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1.0,3.0,,,"06,07,08,09", ,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False
Potamogeton nodosus,1473,3.0,"longleaf,American pondweed",PONO2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,,,,,,,,,,,,,4.0,12.0,2.0,8,, ,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False
Prunella vulgaris,1474,3.0,"common selfheal,heal all",PRVU,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,0.6,1.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Pycnanthemum incanum,1481,3.0,hoary mountain mint,PYIN,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,3.0,5.0,1.0,4,"06,07,08,09", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Pycnanthemum muticum,1482,3.0,"clustered,short toothed,blunt mountain mint",PYMU,True,True,,,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,2.0,3.0,1.0,3,"07,08,09", ,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False
Pycnanthemum tenuifolium,1483,3.0,narrowleaf mountain mint,PYTE,True,True,False,True,True,,,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1.0,2.0,1.0,2,"06,07,08,09", ,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Pycnanthemum virginianum,1484,3.0,"American,Virginia mountain Mint",PYVI,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,2.0,3.0,,,"07,08", ,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False
Ranunculus abortivus,1498,3.0,littleleaf buttercup,RAAB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Ranunculus hispidus,1499,3.0,bristly buttercup,RAHI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,, ,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True
Rhexia virginica,1500,3.0,Virginia meadow beauty,RHVI,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,1.0,3.0,,,"05,06,07,08,09", ,True,True,True,False,True,False,True,False,False,True,True,True,False,True,True
Rudbeckia fulgida,1520,3.0,orange coneflower,RUFU2,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,1.5,2.5,1.5,2,"07,08,09,10", ,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False
Rudbeckia hirta,1521,3.0,blackeyed Susan,RUHI2,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,1.0,3.0,1.0,3,"06,07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Rudbeckia laciniata,1522,3.0,cutleaved coneflower,RULA3,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,3.0,8.0,2.0,4,"06,07,08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Rudbeckia triloba,1523,3.0,"three lobed coneflower,browneyed Susan",RUTR2,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,2.0,5.0,,,"06,07,08,09,10", ,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False
Ruellia caroliniensis,1524,3.0,"Carolina,common wild petunia",RUCA4,True,True,False,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,1.5,3.0,,,"05,06,07",Y,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False
Sagittaria latifolia,1527,3.0,"common,broadleaf arrowhead,duck potato,wapato",SALA2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,1.0,3.0,,,"07,08,09", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Salvia lyrata,1531,3.0,"lyre leaf sage,cancer weed",SALY2,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,1.0,2.0,,,"03,04,05,06",Y,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Sanguinaria canadensis,1535,3.0,bloodroot,SACA13,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,3.0,12.0,,,"03,04", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Saururus cernuus,1537,3.0,"lizard's tail,water dragon",SACE,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,1.0,4.0,,,"04,05,06,07,08", ,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True
Scutellaria integrifolia,1546,3.0,"helmet flower,hyssop,hairy skullcap",SCIN2,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,1.0,2.0,,,"05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Sedum glaucophyllum,1547,3.0,cliff stonecrop,SEGL3,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2.0,6.0,8.0,8,"04,05", ,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True
Sedum ternatum,1548,3.0,wild stonecrop,SETE3,False,True,True,True,True,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,3.0,8.0,6.0,12,"05,06", ,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True
Senna hebecarpa,1550,3.0,"American,wild senna",SEHE3,True,True,False,False,True,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,4.0,6.0,,,"07,08", ,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True
Senna marilandica,1551,3.0,Maryland wild senna,SEMA11,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,6.0,,,"07,08", ,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False
Sibbaldia tridentata,1552,3.0,three toothed cinquefoil,SITR3,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,10.0,,,6,Y,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
Silene caroliniana,1553,3.0,"Wild Pink,sticky catchfly",SICA6,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,3.0,8.0,,,"04,05,06", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Silene caroliniana,1664,3.0,"wild pink,sticky catchfly",SICA6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Silene stellata,1554,3.0,"widowsfrill,starry campion",SIST,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,2.0,3.0,,,"05,06,07,08", ,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Silene virginica,1555,3.0,fire pink,SIVI4,,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,1.0,3.0,,,"04,05,06,07,08", ,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False
Silphium perfoliatum,1556,3.0,cup plant,SIPE2,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,3.0,10.0,,,"07,08,09", ,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
"Silphium trifoliatum,Silphium asteriscus var. trifoliatum",1557,3.0,whorled rosin weed,SITR7,True,True,,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3.0,5.0,,,"07,08", ,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False
Sisyrinchium angustifolium,1558,3.0,"stout,narrowleaf blue eyed grass",SIAN3,True,True,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,0.5,1.5,,,"03,04,05,06,07", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
"Sisyrinchium mucronatum,montanum ",1559,3.0,strict blue eyed grass,SIMO2,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,0.5,1.5,,,"05,06,07", ,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True
"Solidago altissima,canadensis",1561,3.0,"Canada,tall goldenrod",SOCA6,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,3.0,6.0,,,"09,10,11", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Solidago bicolor,1647,3.0,"silverrod,white goldenrod",SOBI,True,True,True,True,,,,,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,,False,False,False,False,False,False,False,True,True,True,False,False,1.0,3.0,,,"08,09,10",,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Solidago caesia,1560,3.0,"wreath,bluestem goldenrod",SOCA4,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1.0,3.0,,,"08,09", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Solidago gigantea,1562,3.0,"giant,late goldenrod",SOGI,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,3.0,7.0,,,, ,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Solidago juncea,1632,3.0,early goldenrod,SOJU ,True,True,,True,True,,,,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,,,,False,False,False,False,False,False,True,True,True,False,False,False,0.5,3.0,,,"07,08,09",,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Solidago nemoralis,1630,3.0,"field,gray goldenrod",SONE,True,,,True,,,,,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,,,,False,False,False,False,False,False,False,True,True,True,False,False,0.5,2.0,0.5,2,"08,09,10",,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Solidago odora,1563,3.0,"sweet,anise scented goldenrod",SOOD,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,2.0,5.0,,,"07,08,09,10", ,True,True,True,False,True,False,True,False,True,True,True,True,False,False,False
Solidago pinetorum,1564,3.0,"pineywoods,Small's,early goldenrod",SOPI,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,2.0,3.5,,,"07,08,09", ,True,True,True,False,True,False,True,False,False,False,True,True,False,True,False
Solidago puberula,1565,3.0,downy goldenrod,SOPU,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,1.0,3.5,,,"08,09,10", ,True,True,False,False,True,True,True,True,True,False,True,True,False,True,False
Solidago rugosa,1566,3.0,"rough stemmed,wrinkle leaf goldenrod",SORU2,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,1.0,5.0,1.0,3,"08,09,10,11", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Solidago speciosa,1631,3.0,showy goldenrod,SOSP2,True,True,,True,True,,,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,,,,False,False,False,False,False,False,False,True,True,True,False,False,2.0,5.0,,,"08,09,10",,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False
Spiranthes cernua,1571,3.0,nodding lady's tresses,SPCE,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,4.0,12.0,,,"07,08", ,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True
Stachys tenuifolia,1573,3.0,"smooth hedge nettle,slender betony",STTE,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,0.5,2.5,,,"04,05", ,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False
Symplocarpus foetidus,,3.0,Skunk Cabbage,SYFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum concolor,1575,3.0,eastern silvery aster,SYCO3,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,9.0,42.0,,,"08,09,10", ,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False
Symphyotrichum cordifolium,1576,3.0,"heart leaf,blue wood aster",SYCO4,,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2.0,4.0,,,"06,07,08", ,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True
Symphyotrichum laeve,1577,3.0,"blue bird,smooth aster",SYLA3,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,1.5,3.0,,,"08,09,10", ,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True
Symphyotrichum lateriflorum,1578,3.0,"calico,starved aster ",SYLAL7,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,1.0,5.0,,,"08,09,10", ,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True
Symphyotrichum novae-angliae,1579,3.0,New England aster,SYNO2,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,3.0,6.0,,,"08,09,10", ,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False
Symphyotrichum novi-belgii,1580,3.0,New York aster,SYNON,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.0,3.0,,,"07,08,09,10", ,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Symphyotrichum oblongifolium,1633,3.0,aromatic aster,SYOB,True,,,True,True,,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False,False,False,False,False,True,True,True,False,1.0,3.0,2.0,4,"09,10,11,",,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
Symphyotrichum patens,,3.0,Late Purple Aster,SYPA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Symphyotrichum pilosum,1581,3.0,"white heath,frost aster",SYPIP3,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,2.0,3.5,,,"08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Symphyotrichum puniceum,1582,3.0,"swamp,purplestem aster",SYPUP,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.5,6.0,,,"07,08", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Symplocarpus foetidus,1583,3.0,skunk cabbage,SYFO,False,True,True,False,False,True,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,3.0,5.0,,,"01,02,03", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Taraxacum officinale,1584,3.0,common dandelion,TAOF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Teucrium canadense,1585,3.0,"Canada,American germander",TECA3,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,2.0,3.0,,,, ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Thalictrum dioicum,1586,3.0,"clumping foamflower,early meadow rue",THDI,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,8.0,30.0,10.0,30,"04,05", ,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True
Thalictrum pubescens,1587,3.0,king of the meadow,THPU2,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,3.0,8.0,2.0,3,"06,07,08", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Thalictrum revolutum,1588,3.0,"early,waxy meadow rue",THRE,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,4.0,10.0,,,"05,06", ,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True
Thalictrum thalictroides,1589,3.0,rue anemone,THTH2,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,3.0,9.0,,,"03,04,05,06", ,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True
Tiarella cordifolia,1592,3.0,spreading foamflower,TICO,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,2.0,6.0,6.0,36,"04,05,06",Y,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False
Tradescantia virginiana,1594,3.0,Virginia spiderwort,TRVI,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,1.0,3.0,1.5,2,"04,05,06,07", ,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False
Trautvetteria caroliniensis,1595,3.0,"false, Carolina bugbane",TRCAC2,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2.0,4.0,,,"06,07,08", ,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False
Trichostema dichotomum,1642,3.0,"forked, common blue curls",TRDI2,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,True,,False,False,False,False,False,False,False,True,True,True,False,False,1.5,2.0,,,"08,09,10",,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False
Trillium grandiflorum,1597,3.0,white trillium,TRGR4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8.0,18.0,,,"05,06", ,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False
Trillium erectum,,3.0,red trillium,TRER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trillium undulatum,,3.0,painted trillium,TRUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trillium sessile,,3.0,toadshade,TRSE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vallisneria americana,1605,3.0,"American eelgrass,water celery,tapegrass",VAAM3,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,False,1.0,6.0,,,"04,05,06,07,08,09", ,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False
Verbena hastata,1606,3.0,blue vervain,VEHA2,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,2.0,5.0,,,"06,07,08,09", ,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True
Vernonia noveboracensis,1607,3.0,New York ironweed,VENO,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,4.0,6.0,24.0,36,"08,09,10", ,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Vernonia glauca,,3.0,"Upland Ironweed, Broad-leaf Ironweed",VEGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
