sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter,Location,Bloom Months,Active Growth,Light Requirements,Propagation Method,Product Type,Soil Type,Moisture Needs,Soil Adaptation
Sorghastrum nutans,1568.0,Indian grass,SONU2,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,3.0,8.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,25695,Monocot,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,High,False,False,False,False,Medium,Medium,,Slow,None,False,False,False,Yellow,False,Green,Dense,Porous,Medium,Brown,False,Bunch,Rapid,6.5,False,False,Long,False,None,False,Erect,None,Medium,,True,True,True,Low,Medium,False,Medium,Low,High,90.0,None,Medium,8.0,5.0,,,45.0,18.0,24.0,Medium,Intolerant,-8.0,Mid Spring,Routinely Available,Medium,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Slow,Medium,False,Slow,174720.0,False,True,True,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,August;September;October,Summer;Fall,Full;Partial Sun,Seed,Fodder,Clay;Gravel;Loam,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Sparganium americanum,1569.0,American bur-reed,SPAM,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,3.0,7.0,,,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,26962,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,Medium,,,Slow,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Green,False,Colonizing,Moderate,3.2,False,False,Moderate,False,None,False,Erect,None,,,True,True,True,High,Low,False,None,Low,None,95.0,None,High,7.3,4.9,4800.0,3500.0,50.0,35.0,8.0,None,Intermediate,-33.0,Indeterminate,Routinely Available,Medium,Spring,Fall,True,False,False,False,False,False,True,False,True,False,Rapid,High,False,Rapid,,True,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Fluvanna County;Greene County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,May;June;July;August,Spring,Full;Partial Sun,Seed;Sprigs,,Clay;Shale,High,Coarse textured soils;Fine textured soils;Medium textured soils
Sporobolus heterolepis,1572.0,"prairie,northern dropseed",SPHE,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,1.0,3.0,2.0,3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,25851,Monocot,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Medium,False,False,False,False,Low,Medium,,Slow,None,False,False,False,Yellow,False,Green,Moderate,Porous,Medium,Brown,False,Bunch,Moderate,2.3,False,False,Moderate,False,None,False,Erect,None,Medium,,False,False,True,None,Low,False,Medium,Medium,High,100.0,None,Low,7.2,6.0,,,35.0,20.0,12.0,None,Intermediate,-38.0,Summer,Routinely Available,Medium,Summer,Summer,False,False,False,False,False,False,True,False,False,False,Slow,Medium,False,None,1200000.0,True,True,False,False,Virginia;United States,August;September,Spring;Summer,Full,Seed,Fodder,Gravel;Rocky;Loam,Low,Medium textured soils
Tridens flavus,1596.0,"tall redtop,purpletop tridens",TRFL2,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,3.0,5.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,26132,Monocot,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,High,False,False,False,False,High,Medium,,Rapid,None,False,True,False,Yellow,False,Green,Moderate,Porous,Medium,Brown,True,Bunch,Moderate,2.5,False,False,Short,False,None,False,Erect,None,Low,,True,True,True,Low,Low,False,High,Low,High,150.0,None,Low,6.5,4.5,,,60.0,17.0,10.0,None,Intolerant,-23.0,Late Summer,Contracting Only,Medium,Summer,Fall,False,False,False,False,False,False,True,False,False,False,Rapid,High,False,None,465000.0,False,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,August;September;October;November,Summer,Full;Partial Sun,Seed,Fodder,Clay;Loam,Low;Medium,Coarse textured soils;Fine textured soils;Medium textured soils
Tripsacum dactyloides,1598.0,gama grass,TRDA3,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,3.0,6.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,26161,Monocot,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,High,False,False,False,False,High,High,,Rapid,None,False,False,False,Yellow,False,Green,Dense,Moderate,Medium,Brown,False,Bunch,Rapid,6.0,False,False,Long,False,None,False,Erect,None,Medium,,True,True,True,Medium,None,True,Medium,High,High,170.0,None,Medium,7.5,5.7,2700.0,1700.0,60.0,16.0,20.0,None,Intolerant,-23.0,Late Spring,Routinely Available,Low,Summer,Summer,False,False,False,False,False,False,True,False,True,False,Slow,Medium,False,Slow,7500.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,May;June,Spring;Summer,Full;Partial Sun,Seed;Sprigs,Fodder,Clay;Loam,Medium;High,Coarse textured soils;Fine textured soils;Medium textured soils
Typha angustifolia,1600.0,narrow leaf cattail,TYLA,True,False,False,False,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,4.0,8.0,,,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,27001,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Moderate,None,False,False,False,Brown,False,Green,Porous,Porous,Coarse,Brown,True,Rhizomatous,Rapid,5.0,False,False,Moderate,False,None,False,Erect,None,High,,True,True,True,High,Medium,False,None,Medium,High,100.0,None,High,8.7,5.5,10000.0,2728.0,180.0,14.0,14.0,Low,Intermediate,-36.0,Late Spring,Routinely Available,High,Summer,Fall,True,True,False,False,False,False,True,False,True,False,Moderate,Medium,False,Rapid,,True,True,False,False,Albemarle County;Charlottesville City;Culpeper County;Virginia;United States,April;May;June,Spring;Summer,Full,Bare Root;Seed;Sprigs,,,High,Coarse textured soils;Fine textured soils;Medium textured soils
Zizaniopsis miliacea,1625.0,"giant cutgrass,southern wild rice",ZIMI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,26483,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Low,False,False,False,False,Low,,,Rapid,None,False,True,False,Yellow,False,Green,Dense,Moderate,Coarse,Yellow,False,Rhizomatous,Rapid,9.0,False,False,Moderate,True,None,False,Erect,None,Medium,,True,True,True,High,Medium,False,None,Medium,Medium,120.0,None,High,9.0,4.3,,,70.0,35.0,16.0,Low,Intolerant,12.0,Late Summer,Routinely Available,High,Fall,Winter,False,False,False,True,False,False,True,False,False,False,Moderate,High,False,Moderate,210000.0,True,True,False,False,Fluvanna County;Virginia;United States,,Spring;Summer,,Container;Seed,Nursery Stock,,,Coarse textured soils;Fine textured soils;Medium textured soils
Achillea millefolium,1100.0,common yarrow,ACMI2,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,1.0,3.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,31206,Dicot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Low,False,False,False,False,Medium,Low,,Moderate,Low,False,False,False,White,True,Green,Porous,Porous,Fine,Brown,False,Rhizomatous,Moderate,3.0,False,False,Moderate,False,None,False,Erect,Slight,Medium,,False,False,True,None,Medium,False,Medium,Medium,High,120.0,None,Medium,8.0,6.0,19000.0,4800.0,60.0,8.0,8.0,Low,Intermediate,-38.0,Early Summer,Routinely Available,Medium,Summer,Summer,True,False,False,True,False,False,True,False,True,False,Slow,Low,False,Slow,2852012.0,True,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,June;July;August;September,Spring,Full;Partial Sun,Container;Seed;Sprigs,Nursery Stock,Clay;Shale,Low;Medium,Medium textured soils
Acorus americanus,1101.0,sweet flag,ACAM,True,True,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,1.0,6.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16268,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,,,,Slow,None,False,False,True,Yellow,False,Green,Dense,Moderate,Medium,Green,False,Rhizomatous,Moderate,3.9,False,False,Moderate,False,None,False,Erect,None,,,False,True,True,High,Low,False,None,Medium,None,120.0,None,High,7.2,5.6,4800.0,3450.0,65.0,16.0,10.0,None,Intolerant,-38.0,Late Spring,Routinely Available,Medium,Summer,Fall,False,False,False,False,False,False,False,False,True,False,Slow,High,False,Moderate,,True,True,False,False,,April;May;June,Spring;Summer,Full;Partial Sun,Sprigs,,,High,Fine textured soils;Medium textured soils
Acorus calamus,1102.0,calamus,ACCA4,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,,,,,1.0,3.5,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16271,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Low,False,False,False,False,Low,Low,,Moderate,None,False,False,False,Yellow,False,Green,Dense,Porous,Coarse,Brown,False,Rhizomatous,Moderate,5.0,False,False,Moderate,False,None,False,Semi-Erect,None,High,,True,False,True,High,Medium,False,None,Medium,High,90.0,None,High,7.2,5.2,4850.0,2700.0,60.0,32.0,12.0,Low,Intolerant,-38.0,Late Spring,Routinely Available,Low,Summer,Summer,False,True,False,True,False,False,False,False,True,False,None,Low,False,Moderate,498454.0,True,True,False,False,,,Spring;Summer,Full;Partial Sun,Bare Root;Container;Sprigs,Nursery Stock,,High,Coarse textured soils;Medium textured soils
Actaea pachypoda,1103.0,"doll's eye,white baneberry",ACPA,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,1.0,2.5,,,False,True,True,False,False,False,True,False,True,True,False,True,True,False,False,True,72484,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Greene County;Madison County;Nelson County;Virginia;United States;Rappahannock County,,,Partial Sun;Shade,,,Loam,Medium,
Actaea racemosa,1104.0,"black snakeroot,black cohosh,bugbane",ACRAR,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,3.0,7.0,2.0,3.5,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,72494,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,May;June,,Partial Sun;Shade,,,Loam,Medium,
Ageratina altissima,1107.0,white snakeroot,AGAL5,,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,1.5,3.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,31339,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Greene County;Louisa County;Madison County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,July;August;September;October,,Partial Sun;Shade,,,Clay;Loam,Low;Medium,
Alisma subcordatum,1110.0,American water plantain,ALSU,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,1.0,3.0,,,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,15744,Monocot,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,,,,Slow,None,False,False,False,White,True,Green,Porous,Porous,Medium,Brown,False,Single Crown,Moderate,0.5,False,False,Moderate,False,None,False,Erect,None,Medium,,False,True,True,High,Medium,True,None,Medium,High,90.0,None,High,7.0,5.0,4800.0,1700.0,60.0,35.0,8.0,None,Intolerant,-33.0,Late Spring,Routinely Available,Medium,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Moderate,Medium,False,None,825000.0,True,True,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Fluvanna County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,June;July;August;September;October,Spring;Summer,Full,Bare Root;Seed;Sprigs,,,High,Fine textured soils;Medium textured soils
Allium cernuum,1111.0,nodding onion,ALCE2,True,True,,True,,,,,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,,True,True,False,False,False,False,False,True,True,False,False,False,False,False,8.0,18.0,2.0,4,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,27903,Monocot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Greene County;Madison County;Nelson County;Virginia;United States;Rappahannock County,June;July,,Full;Partial Sun,,,Well Drained;Rocky;Loam,Low,
Amsonia tabernaemontana,1119.0,blue star,AMTA2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,1.0,3.0,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,43228,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Virginia;United States,March;April;May,,Partial Sun,,,,High,
Anemone lancifolia,1123.0,mountain thimbleweed or anemone,ANLA,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.1,1.5,,,False,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,72538,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Buckingham County;Culpeper County;Greene County;Madison County;Nelson County;Orange County;Virginia;United States;Rappahannock County,May;June,,Partial Sun,,,,Medium,
Anemone quinquefolia,1124.0,wood anemone,ANQU,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True,72594,Dicot,True,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Albemarle County;Charlottesville City;Culpeper County;Greene County;Louisa County;Nelson County;Orange County;Virginia;United States;Fauquier County;Rappahannock County,,,Partial Sun;Shade,,,,,
